ZoneNumber,ZoneName,TagName,ZoneSubType,EnterSp,AlwaysVisible,LimitLevel,PlayAgain,AvatarType,DailyCountExist,DailyGroup,DailyBossExist,DailyFactionCheck,ExpGain,MoneyGain,FirstClearItem,FirstClearCard,FirstClearReward,ClearItem,ClearCard,ClearReward,FirstClearExp,FirstClearEventPoint,FirstClearMoney,ClearExp,ClearEventPoint,ClearMoney,BossInfo,BossReward,PopupId,PopupArgs,Percent_EventPoint,Event_EventPoint,Percent_ExpLucky,Event_ExpLucky,Percent_MoneyLucky,Event_MoneyLucky,Percent_Raid,Event_Raid,Percent_Raid2,Event_Raid2,Percent_BonusSP,Event_BonusSP,Percent_ItemFix,Event_ItemFix,Percent_ItemFix2,Event_ItemFix2,Percent_ItemFix3,Event_ItemFix3,Percent_ItemRandom,Event_ItemRandom,Percent_Piece,Event_Piece,Percent_Friend,Event_Friend,Percent_PvP,Event_PvP,Percent_RandomBranch,Event_RandomBranch,Percent_Non,MapFileName,ThumbnailName,BgmName,BattleImage,ZoneInfoDesc,AdventureSkipConditionStat
63,도서관 휴게실7,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 13]",75,"[11013, 13]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
64,도서관 휴게실8,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 13]",75,"[11013, 13]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
65,도서관 휴게실9,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 13]",75,"[11013, 13]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
66,도서관 휴게실10,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 13]",75,"[11013, 13]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
67,도서관 휴게실11,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 13]",75,"[11013, 13]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
68,도서관 휴게실12,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 13]",75,"[11013, 13]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
69,도서관 휴게실13,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 13]",75,"[11013, 13]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
70,도서관 휴게실14,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 14]",75,"[11013, 14]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
71,도서관 휴게실15,,2,10,1,24,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],555,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11016, 14]",75,"[11013, 14]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
72,도서관 제 3분류실1,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 13]",75,"[11007, 13]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
73,도서관 제 3분류실2,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 13]",75,"[11007, 13]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
74,도서관 제 3분류실3,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 14]",75,"[11007, 14]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
75,모로 박사의 연구실1,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 14]",75,"[11007, 14]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Temple_1.json,thumb_temple_scene,bgm_adv_indoors,Temple_battle,,0
76,모로 박사의 연구실2,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 14]",75,"[11007, 14]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Temple_1.json,thumb_temple_scene,bgm_adv_indoors,Temple_battle,,0
77,모로 박사의 연구실3,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 14]",75,"[11007, 14]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Temple_1.json,thumb_temple_scene,bgm_adv_indoors,Temple_battle,,0
78,모로 박사의 연구실4,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 14]",75,"[11007, 14]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[4],200,[0],0,[1],0,"[4001, 4008]",520,Temple_1.json,thumb_temple_scene,bgm_adv_indoors,Temple_battle,,0
79,모로 박사의 연구실5,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 14]",75,"[11007, 14]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[4],150,[0],0,[1],0,"[4001, 4008]",570,Temple_1.json,thumb_temple_scene,bgm_adv_indoors,Temple_battle,,0
80,지저분한 복도1,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 14]",75,"[11007, 14]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Temple_1.json,thumb_temple_scene,bgm_adv_indoors,Temple_battle,,0
81,지저분한 복도2,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 15]",75,"[11007, 15]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Temple_1.json,thumb_temple_scene,bgm_adv_indoors,Temple_battle,,0
82,도서관 회랑 ,,2,10,1,25,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],555,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11008, 15]",75,"[11007, 15]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Temple_1.json,thumb_temple_scene,bgm_adv_gag,Library_battle,,0
83,도서관 지하1,,2,10,1,27,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 14]",75,"[11009, 14]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Ruins_1.json,thumb_ruins_scene,bgm_adv_wilderness,Ruins_battle,,0
84,도서관 지하2,,2,10,1,27,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 14]",75,"[11009, 14]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Ruins_1.json,thumb_ruins_scene,bgm_adv_wilderness,Ruins_battle,,0
85,도서관 지하3,,2,10,1,27,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 15]",75,"[11009, 15]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Ruins_1.json,thumb_ruins_scene,bgm_adv_wilderness,Ruins_battle,,0
86,도서관 지하4,,2,10,1,27,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 15]",75,"[11009, 15]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Ruins_1.json,thumb_ruins_scene,bgm_adv_wilderness,Ruins_battle,,0
87,도서관 지하5,,2,10,1,27,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 15]",75,"[11009, 15]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Ruins_1.json,thumb_ruins_scene,bgm_adv_wilderness,Ruins_battle,,0
88,도서관 제 5분류실,,2,10,1,27,1,2,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 15]",75,"[11009, 15]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
89,에리스의 집무실1,,2,10,1,27,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 15]",75,"[11009, 15]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_indoors,LibraryTower_battle,,0
90,에리스의 집무실2,,2,10,1,27,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 15]",75,"[11009, 15]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_indoors,LibraryTower_battle,,0
91,에리스의 집무실3,,2,10,1,27,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 15]",75,"[11009, 15]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_indoors,LibraryTower_battle,,0
92,에리스의 집무실4,,2,10,1,27,1,1,0,0,0,0,0,0,[0],0,[0],[0],0,[0],555,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11017, 16]",75,"[11009, 16]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_indoors,LibraryTower_battle,,0
93,하울락 평원1,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 15]",75,"[11015, 15]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
94,하울락 평원2,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 15]",75,"[11015, 15]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
95,하울락 평원3,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
96,하울락 평원4,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
97,하울락 평원5,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
98,하울락 평원6,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
99,하울락 평원7,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[5],150,[0],0,[1],0,"[4001, 4008]",570,Rockland_1.json,thumb_rockland_scene,bgm_adv_wilderness,RockLand_battle,,0
100,도서관 정문1,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
101,도서관 정문2,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
102,도서관 정문3,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
103,도서관 정문4,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 16]",75,"[11015, 16]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
104,도서관 휴게실,,2,10,1,30,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],555,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11018, 17]",75,"[11015, 17]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
105,숨겨진 지하 복도1,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 16]",75,"[11012, 16]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
106,숨겨진 지하 복도2,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
107,숨겨진 지하 복도3,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
108,숨겨진 지하 복도4,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
109,숨겨진 지하 복도5,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
110,숨겨진 지하 복도6,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
111,숨겨진 지하 복도7,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
112,숨겨진 지하 복도8,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,System_1.json,thumb_system_scene,bgm_adv_indoors,System_battle,,0
113,헬란드의 비경1,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,Bridgefire_1.json,thumb_bridgefire_battle,bgm_adv_outdoors,BridgeFire_Battle,,0
114,헬란드의 비경2,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[6],150,[0],0,[1],0,"[4001, 4008]",570,Bridgefire_1.json,thumb_bridgefire_battle,bgm_adv_outdoors,BridgeFire_Battle,,0
115,한 숨 돌리는 티타임1,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[7],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
116,에리스의 집무실1,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 17]",75,"[11012, 17]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[7],150,[0],0,[1],0,"[4001, 4008]",570,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_indoors,LibraryTower_battle,,0
117,에리스의 집무실2,,2,10,1,32,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],755,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11014, 18]",75,"[11012, 18]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[7],150,[0],0,[1],0,"[4001, 4008]",570,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_indoors,LibraryTower_battle,,0
118,상징계의 틈새1,,2,10,1,34,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11001, 17]",75,"[11010, 17]",5,"[5, 10]",0,[],25,"[2001, 1]",0,[],0,[],0,[7],150,[0],0,[1],0,"[4001, 4008]",570,Battlefield_1.json,thumb_battlefield_battle,bgm_adv_warfare,BattleField_battle,,0
119,상징계의 틈새2,,2,10,1,34,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11001, 18]",75,"[11010, 18]",5,"[5, 10]",0,[],25,"[3001, 1]",0,[],0,[],0,[7],150,[0],0,[1],0,"[4001, 4008]",570,Battlefield_1.json,thumb_battlefield_battle,bgm_adv_warfare,BattleField_battle,,0
120,도서관 제 2 휴게실1,,2,10,1,34,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11001, 18]",75,"[11010, 18]",5,"[5, 10]",0,[],25,"[4001, 1]",0,[],0,[],0,[7],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_gag,Library_battle,,0
121,도서관 제 2 휴게실2,,2,10,1,34,1,3,0,0,0,0,0,0,[0],0,[0],[0],0,[0],155,0,800,155,0,50,[0],0,0,"[5, 5]",0,[],50,"[30, 50]",50,"[50, 100]",75,"[11001, 18]",75,"[11010, 18]",5,"[5, 10]",0,[],25,"[1001, 1]",0,[],0,[],0,[7],150,[0],0,[1],0,"[4001, 4008]",570,Library_1.json,thumb_library_scene,bgm_adv_gag,Library_battle,,0
